#class tools::wcsv::ntuple
#title Tracker 2 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
0,-2.06639,2.33435
1,-2.4559,0.928325
1,0.718557,2.21325
1,0.718558,2.21325
1,0.718534,2.21325
1,0.718517,2.21325
1,0.718515,2.21323
1,0.71852,2.21323
2,-1.712,2.21226
2,1.46257,0.929301
3,0.327327,2.18247
3,-2.78202,0.959161
3,-2.78202,0.959161
3,-2.78204,0.959176
3,-2.78207,0.95921
3,-2.7821,0.959223
4,0.70308,2.04378
4,-2.40895,1.09797
5,-1.88302,1.99452
5,1.28746,1.14708
6,2.62705,1.62832
6,-0.487924,1.51317
6,-0.487921,1.51317
6,-0.487971,1.51317
6,-0.488014,1.51318
6,-0.488044,1.51318
6,-0.488068,1.5132
6,-0.488081,1.5132
13,-2.70028,1.46102
13,0.462005,1.67696
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,0.461999,1.67718
13,2.75677,2.30734
14,-1.47989,0.880258
14,1.69591,2.2613
17,-0.259805,1.2962
17,2.90909,1.84535
18,-1.86835,2.29918
18,1.30864,0.842397
20,0.888,1.82122
20,-2.22632,1.32029
23,-0.250671,1.41724
23,2.91776,1.72437
24,-1.45324,1.34843
24,1.71534,1.79323
25,-1.63962,0.933481
25,1.53487,2.20816
25,1.53488,2.20816
25,1.53495,2.20818
25,1.53947,2.21317
25,1.53936,2.21323
25,1.53933,2.21326
25,1.53927,2.21335
25,1.53924,2.21345
25,1.53927,2.21351
25,1.53928,2.21351
26,-2.65197,0.821867
27,-2.91428,1.8841
27,0.199522,1.25748
30,-0.040351,1.74286
30,3.07452,1.39865
32,2.00272,1.89501
32,-1.11101,1.24655
32,-1.11101,1.24655
32,-1.11104,1.24653
32,-1.11107,1.24654
32,-1.11109,1.24654
32,-1.1111,1.24652
32,-1.1111,1.24651
32,-1.10877,1.24467
32,-1.10877,1.24466
32,-1.10879,1.24466
32,-1.10881,1.24466
32,-1.10883,1.24465
32,-1.10881,1.24462
32,-1.10877,1.24459
32,-1.10875,1.24456
32,-1.10873,1.24456
33,-1.31556,1.07283
33,1.77836,2.05922
34,1.87257,1.78977
34,1.87257,1.78977
34,1.87262,1.78979
34,1.87262,1.78981
34,1.87257,1.78983
34,1.87255,1.7898
34,-1.24183,1.35187
35,-2.12961,1.99509
35,0.98305,1.14633
35,0.985672,1.14669
35,0.985671,1.14667
35,0.985662,1.14666
35,0.985668,1.14663
35,0.985682,1.14661
35,0.985693,1.1466
35,0.985692,1.14659
35,0.985685,1.1466
35,0.985681,1.14662
35,0.985674,1.14662
35,0.985668,1.14662
35,0.985662,1.14662
35,0.985656,1.14662
35,0.985649,1.14662
35,0.985643,1.14662
35,0.985638,1.14662
35,0.985631,1.14662
35,0.985624,1.14663
35,0.98562,1.14663
35,0.985616,1.14663
35,0.985614,1.14663
35,0.985607,1.14662
35,0.9856,1.14661
35,0.985603,1.14661
35,0.985606,1.14662
37,-2.95128,0.86679
37,0.155486,2.2749
37,0.155485,2.2749
37,0.155481,2.27488
37,0.155482,2.27487
37,0.158545,2.27398
37,0.158542,2.27398
37,0.158534,2.27398
37,0.158523,2.27398
37,0.158512,2.27397
37,0.158536,2.27397
37,0.158539,2.27399
37,0.158529,2.274
37,0.158517,2.274
37,0.158511,2.274
37,0.158511,2.274
37,0.158511,2.274
37,0.158201,2.27393
37,0.158197,2.27393
37,0.158194,2.27393
37,0.158191,2.27393
37,0.158188,2.27392
37,0.158185,2.27392
37,0.158181,2.27391
37,0.158166,2.27391
37,0.158154,2.27391
37,0.158154,2.27391
37,0.15815,2.27391
38,2.43905,1.67482
38,-0.676046,1.46674
40,-0.553503,1.25715
40,2.61851,1.88223
41,-1.25145,1.79844
41,1.91724,1.34318
42,1.06441,1.37176
42,-2.10399,1.7698
44,-1.50452,1.25386
44,1.6093,1.88771
45,1.02103,1.99879
45,-2.09154,1.14285
47,2.81439,1.99672
47,-0.357746,1.14522
48,-1.20033,1.10583
48,1.97067,2.03573
48,1.97067,2.03573
48,1.9707,2.0357
48,1.97072,2.03569
48,1.97071,2.03571
48,1.9707,2.03572
48,1.9707,2.03573
49,-2.58191,1.69253
49,0.586235,1.44964
51,-1.39673,0.996151
51,1.77626,2.14542
52,-2.5912,2.19223
52,-2.5912,2.19223
52,-2.59118,2.19223
52,-2.59115,2.19223
52,-2.5911,2.19221
52,-2.59106,2.19219
52,-2.59103,2.19218
52,-2.59098,2.19217
52,-2.59093,2.19217
52,-2.59089,2.19215
52,-2.59086,2.19215
52,-2.59084,2.19214
52,-2.59084,2.19212
52,-2.59084,2.19211
52,-2.59084,2.1921
52,-2.58904,2.18947
52,-2.58904,2.18947
52,-2.5892,2.18968
52,-2.58915,2.18966
52,-2.58918,2.18969
52,0.582813,0.949353
53,-0.278214,1.48481
53,2.88983,1.65678
54,2.57989,2.15317
54,-0.530148,0.988385
55,1.7563,1.04422
55,-1.35487,2.09738
56,1.87982,1.80565
56,-1.23471,1.33595
58,2.73758,2.05873
58,-0.433878,1.08293
59,-0.0660563,2.14539
59,3.10694,0.996178
61,0.231312,1.89123
61,-2.88253,1.25039
62,1.83033,1.29034
62,-1.33874,1.85129
64,1.79619,1.45665
64,1.79619,1.45665
64,1.79618,1.45667
64,1.79616,1.45669
64,1.79921,1.4586
64,1.7992,1.45859
